"seqid","strand","gene_name","gene_id","event_type","ref_exon_start","ref_exon_end","start","end","is_intron","other_exon_start","other_exon_end","is_denovo","ref_exon_denovo","other_exon_denovo","event_denovo","dpsi_mean","dpsi_std","probability_changing","probability_nonchanging","control_raw_psi_mean","control_raw_psi_std","control_bootstrap_psi_std","control_raw_coverage","infected_raw_psi_mean","infected_raw_psi_std","infected_bootstrap_psi_std","infected_raw_coverage"
"chr2","+","IAH1","ENSG00000134330.19","t",9478222,9478370,9475217,9478254,"False",9474858,9475217,"False","False","False","False",0,0.0144,-1.913e-08,1,0.001,0.0024,0.0024,0,6e-04,0.0014,0.0014,0
"chr2","+","IAH1","ENSG00000134330.19","t",9478222,9478370,9476039,9478254,"False",9475674,9476039,"False","False","False","False",0.0024,0.0161,2.11e-09,0.9998,0.0069,0.0063,0.0084,1,0.0179,0.0078,0.0106,5
"chr2","+","IAH1","ENSG00000134330.19","t",9481284,9481447,9478370,9481286,"False",9478222,9478370,"False","False","False","False",2e-04,0.0146,-6.014e-08,1,0.9956,0.0062,0.0062,113,0.997,0.0043,0.0043,164
"chr2","+","IAH1","ENSG00000134330.19","t",9481284,9481447,9480903,9481286,"False",9480871,9480903,"False","False","False","False",-2e-04,0.0146,-5.146e-08,1,0.0044,0.0062,0.0062,0,0.003,0.0043,0.0043,0
"chr2","+","IAH1","ENSG00000134330.19","s",9484432,9486829,9484550,9487456,"False",9487456,9487547,"False","False","False","False",7e-04,0.0155,-7.154e-08,0.9997,0.006,0.0083,0.0089,0,0.0098,0.0079,0.0106,1
"chr2","+","IAH1","ENSG00000134330.19","s",9484432,9486829,9484550,9488147,"False",9488145,9488622,"False","False","False","False",-7e-04,0.0155,-1.064e-08,0.9997,0.994,0.0083,0.0089,83,0.9902,0.0079,0.0106,151
"chr2","+","IAH1","ENSG00000134330.19","t",9488145,9488622,9484550,9488147,"False",9484432,9486829,"False","False","False","False",5e-04,0.0148,-2.206e-08,0.9999,0.994,0.0083,0.0089,83,0.9967,0.0046,0.0047,151
"chr2","+","IAH1","ENSG00000134330.19","t",9488145,9488622,9487547,9488147,"False",9487456,9487547,"False","False","False","False",-5e-04,0.0148,-8.436e-08,0.9999,0.006,0.0083,0.0089,0,0.0033,0.0046,0.0047,0
"chr2","-","ADAM17","ENSG00000151694.15","t",9488486,9490518,9490518,9492898,"False",9492898,9493153,"False","False","False","False",-4e-04,0.0164,9.96e-08,0.9986,0.0132,0.0182,0.0185,0,0.0106,0.0148,0.0152,0
"chr2","-","ADAM17","ENSG00000151694.15","t",9488486,9490518,9490518,9491101,"False",9491101,9492484,"False","False","False","False",4e-04,0.0164,1.307e-07,0.9986,0.9868,0.0182,0.0185,37,0.9894,0.0148,0.0152,46
"chr2","-","ADAM17","ENSG00000151694.15","s",9502173,9502276,9501950,9502173,"False",9499207,9501950,"False","False","False","False",-2e-04,0.0153,-5.054e-09,0.9995,0.0067,0.0132,0.0132,0,0.0049,0.0096,0.0104,0
"chr2","-","ADAM17","ENSG00000151694.15","s",9502173,9502276,9499710,9502173,"False",9499207,9501950,"False","False","False","False",-2e-04,0.0153,-5.054e-09,0.9995,0.0067,0.0132,0.0132,0,0.0049,0.0096,0.0104,0
"chr2","-","ADAM17","ENSG00000151694.15","s",9502173,9502276,9497248,9502173,"False",9496251,9497248,"False","False","False","False",0.0013,0.0191,2.483e-06,0.9949,0.971,0.0271,0.0293,36,0.9789,0.0199,0.0224,50
"chr2","-","ADAM17","ENSG00000151694.15","s",9502173,9502276,9501951,9502172,"True",9499207,9501950,"False","False","False","False",-7e-04,0.0169,6.893e-07,0.9978,0.0156,0.02,0.0225,0.3333,0.0114,0.0147,0.0169,0.3333
"chr2","-","ADAM17","ENSG00000151694.15","s",9509979,9510131,9505365,9509979,"False",9505166,9505365,"False","False","False","False",7e-04,0.0155,-4.75e-08,0.9995,0.9898,0.0142,0.0142,48,0.994,0.0083,0.009,83
"chr2","-","ADAM17","ENSG00000151694.15","s",9509979,9510131,9502276,9509979,"False",9502173,9502276,"False","False","False","False",-7e-04,0.0155,-1.249e-08,0.9995,0.0102,0.0142,0.0142,0,0.006,0.0083,0.009,0
"chr2","-","YWHAQ","ENSG00000134308.14","t",9591392,9591515,9591515,9630159,"False",9630159,9630616,"False","False","False","False",0,0.0144,-2.414e-08,1,0.9991,0.0013,0.0013,533,0.9993,9e-04,0.001,752
"chr2","-","YWHAQ","ENSG00000134308.14","t",9591392,9591515,9591515,9620642,"False",9620642,9620701,"False","False","False","False",0,0.0144,-2.381e-08,1,9e-04,0.0013,0.0013,0,7e-04,9e-04,0.001,0
"chr2","-","YWHAQ","ENSG00000134308.14","s",9630159,9630616,9628937,9630159,"False",9628703,9628937,"False","False","False","False",0,0.0144,-2.381e-08,1,9e-04,0.0013,0.0013,0,7e-04,9e-04,0.001,0
"chr2","-","YWHAQ","ENSG00000134308.14","s",9630159,9630616,9591515,9630159,"False",9591392,9591515,"False","False","False","False",0,0.0144,-2.414e-08,1,0.9991,0.0013,0.0013,533,0.9993,9e-04,0.001,752
"chr2","-","YWHAQ","ENSG00000134308.14","s",9630813,9630997,9630534,9630941,"False",9630159,9630616,"False","False","False","False",0.0048,0.0166,5.082e-08,0.9996,0.9779,0.0086,0.0107,287,0.9894,0.005,0.0067,420
"chr2","-","YWHAQ","ENSG00000134308.14","s",9630813,9630997,9630534,9630813,"False",9630159,9630616,"False","False","False","False",-0.0048,0.0166,5.86e-08,0.9996,0.0221,0.0086,0.0107,6,0.0106,0.005,0.0067,4
"chr2","+","TAF1B","ENSG00000115750.17","t",9845220,9845820,9843559,9845220,"False",9843443,9843559,"False","False","False","False",0.0055,0.0191,1.486e-05,0.9921,0.9573,0.0312,0.0361,39,0.9875,0.0142,0.0145,59
"chr2","+","TAF1B","ENSG00000115750.17","t",9845220,9845820,9843743,9845220,"False",9843585,9843774,"False","False","False","False",-4e-04,0.0152,4.57e-08,0.9996,0.0061,0.012,0.0129,0,0.0042,0.0082,0.0084,0
"chr2","+","TAF1B","ENSG00000115750.17","t",9845220,9845820,9843774,9845220,"False",9843585,9843774,"False","False","False","False",-0.0043,0.0174,6.893e-06,0.9953,0.0305,0.0265,0.0314,1,0.0042,0.0082,0.0084,0
"chr2","+","TAF1B","ENSG00000115750.17","t",9845220,9845820,9844477,9845220,"False",9844342,9844477,"False","False","False","False",-4e-04,0.0152,4.57e-08,0.9996,0.0061,0.012,0.0129,0,0.0042,0.0082,0.0084,0
"chr2","+","TAF1B","ENSG00000115750.17","t",9882706,9882805,9868429,9882706,"False",9868276,9868429,"False","False","False","False",0.0036,0.0193,2.7e-06,0.9932,0.0185,0.0255,0.0265,0,0.0283,0.0226,0.0305,1
"chr2","+","TAF1B","ENSG00000115750.17","t",9882706,9882805,9876018,9882706,"False",9875865,9876018,"False","False","False","False",-0.0036,0.0193,2.664e-06,0.9932,0.9815,0.0255,0.0265,26,0.9717,0.0226,0.0305,51
"chr2","+","RRM2","ENSG00000171848.16","s",10122328,10122897,10122897,10122983,"False",10122983,10123057,"False","False","False","False",1e-04,0.0146,-1.859e-08,1,0.9952,0.0048,0.006,205,0.9932,0.0048,0.0054,290
"chr2","+","RRM2","ENSG00000171848.16","s",10122328,10122897,10122898,10122982,"True",10122983,10123057,"False","False","False","False",-1e-04,0.0146,1.746e-08,1,0.0048,0.0048,0.006,0.5,0.0068,0.0048,0.0054,1.5
"chr2","+","RRM2","ENSG00000171848.16","s",10129041,10129154,10129154,10129234,"False",10129234,10131418,"False","False","False","False",0.0072,0.0176,5.477e-08,0.9957,0.977,0.0121,0.0194,148,0.9943,0.0047,0.0059,260
"chr2","+","RRM2","ENSG00000171848.16","s",10129041,10129154,10129154,10141854,"False",10141854,10141954,"False","False","False","False",-0.0072,0.0176,-6.969e-09,0.9957,0.023,0.0121,0.0194,3,0.0057,0.0047,0.0059,1
"chr2","+","HPCAL1","ENSG00000115756.13","s",10396835,10396920,10396920,10406265,"False",10406265,10406361,"False","False","False","False",-0.0055,0.0176,9.159e-07,0.9951,0.0252,0.0213,0.0279,1,0.0038,0.0066,0.0067,0
"chr2","+","HPCAL1","ENSG00000115756.13","s",10396835,10396920,10396920,10408562,"False",10408562,10408734,"False","False","False","False",0.0341,0.0478,0.0183,0.8259,0.044,0.0279,0.0336,2,0.1648,0.0395,0.0519,14
"chr2","+","HPCAL1","ENSG00000115756.13","s",10396835,10396920,10396920,10419734,"False",10419734,10419847,"False","False","False","False",-0.0207,0.0358,0.006419,0.9106,0.9308,0.0345,0.042,49,0.8314,0.0399,0.0522,72
"chr2","+","HPCAL1","ENSG00000115756.13","t",10396835,10396920,10303177,10396835,"False",10302889,10303177,"False","False","False","False",0.0012,0.0166,1.064e-07,0.9987,0.9846,0.0166,0.0179,53,0.9887,0.0122,0.0123,73
"chr2","+","HPCAL1","ENSG00000115756.13","t",10396835,10396920,10303942,10396835,"False",10303700,10303942,"False","False","False","False",-2e-04,0.0147,-7.692e-08,0.9999,0.0031,0.0075,0.008,0,0.0023,0.0055,0.0055,0
"chr2","+","HPCAL1","ENSG00000115756.13","t",10396835,10396920,10330210,10396835,"False",10330163,10330210,"False","False","False","False",-2e-04,0.0147,-7.692e-08,0.9999,0.0031,0.0075,0.008,0,0.0023,0.0055,0.0055,0
"chr2","+","HPCAL1","ENSG00000115756.13","t",10396835,10396920,10354381,10396835,"False",10354216,10354381,"False","False","False","False",-2e-04,0.0147,-7.692e-08,0.9999,0.0031,0.0075,0.008,0,0.0023,0.0055,0.0055,0
"chr2","+","HPCAL1","ENSG00000115756.13","t",10396835,10396920,10368737,10396835,"False",10368678,10368737,"False","False","False","False",-2e-04,0.0147,-7.692e-08,0.9999,0.0031,0.0075,0.008,0,0.0023,0.0055,0.0055,0
"chr2","+","HPCAL1","ENSG00000115756.13","t",10396835,10396920,10369217,10396835,"False",10368764,10369217,"False","False","False","False",-2e-04,0.0147,-7.692e-08,0.9999,0.0031,0.0075,0.008,0,0.0023,0.0055,0.0055,0
"chr2","+","HPCAL1","ENSG00000115756.13","t",10419734,10419847,10396920,10419734,"False",10396835,10396920,"False","False","False","False",-0.0046,0.0305,0.002473,0.9586,0.7831,0.0515,0.0766,49,0.7695,0.0432,0.0605,72
"chr2","+","HPCAL1","ENSG00000115756.13","t",10419734,10419847,10406361,10419734,"False",10406265,10406361,"False","False","False","False",-3e-04,0.0149,3.041e-08,0.9999,0.0053,0.0091,0.0094,0,0.0035,0.0061,0.0062,0
"chr2","+","HPCAL1","ENSG00000115756.13","t",10419734,10419847,10408734,10419734,"False",10408562,10408734,"False","False","False","False",0.005,0.0309,0.002748,0.9573,0.2116,0.0511,0.0762,13,0.227,0.043,0.0603,21
"chr2","+","HPCAL1","ENSG00000115756.13","s",10422983,10423088,10423088,10424525,"False",10424525,10425981,"False","False","False","False",0.0017,0.0159,3.794e-08,0.9992,0.0046,0.0079,0.0082,0,0.0125,0.0107,0.0146,1
"chr2","+","HPCAL1","ENSG00000115756.13","s",10422983,10423088,10423088,10426724,"False",10426724,10427617,"False","False","False","False",-0.0024,0.0194,8.271e-08,0.9959,0.9761,0.0179,0.0191,70,0.9697,0.0165,0.0199,103
"chr2","+","HPCAL1","ENSG00000115756.13","s",10422983,10423088,10423089,10424524,"True",10424525,10425981,"False","False","False","False",-5e-04,0.0176,-9.086e-09,0.9985,0.0192,0.0161,0.0173,1.053,0.0178,0.0127,0.0133,1.5606
"chr2","+","HPCAL1","ENSG00000115756.13","t",10426724,10427617,10423088,10426724,"False",10422983,10423088,"False","False","False","False",-0.0018,0.0165,2.119e-09,0.9991,0.9906,0.0114,0.0118,70,0.9841,0.0121,0.0146,103
"chr2","+","HPCAL1","ENSG00000115756.13","t",10426724,10427617,10424613,10426724,"False",10424525,10425981,"False","False","False","False",0.0017,0.0158,3.174e-08,0.9995,0.0047,0.0081,0.0083,0,0.0127,0.0109,0.0135,1
"chr2","+","HPCAL1","ENSG00000115756.13","t",10426724,10427617,10426495,10426724,"False",10426220,10426495,"False","False","False","False",-3e-04,0.0148,-3.599e-08,0.9999,0.0047,0.0081,0.0083,0,0.0032,0.0055,0.0055,0
"chr2","-","ODC1","ENSG00000115758.14","s",10444931,10445049,10444647,10444931,"False",10444474,10444647,"False","False","False","False",-0.0026,0.0188,1.211e-08,0.9966,0.9819,0.0145,0.0177,81,0.9795,0.0128,0.0188,119
"chr2","-","ODC1","ENSG00000115758.14","s",10444931,10445049,10444547,10444931,"False",10444474,10444647,"False","False","False","False",0.0026,0.0188,6.465e-08,0.9966,0.0181,0.0145,0.0177,1,0.0205,0.0128,0.0188,2
"chr2","-","ODC1","ENSG00000115758.14","t",10444931,10445049,10445049,10448121,"False",10448121,10448327,"False","False","False","False",0.0065,0.0179,1.002e-08,0.9959,0.007,0.0099,0.01,0,0.0227,0.0141,0.0204,2
"chr2","-","ODC1","ENSG00000115758.14","t",10444931,10445049,10445049,10445155,"False",10445155,10445264,"False","False","False","False",-0.0065,0.0179,3.122e-08,0.9959,0.993,0.0099,0.01,70,0.9773,0.0141,0.0204,107
"chr2","-","ODC1","ENSG00000115758.14","t",10445155,10445264,10445264,10448121,"False",10448121,10448327,"False","False","False","False",7e-04,0.015,1.569e-09,0.9999,0.9914,0.0099,0.01,86,0.9947,0.0061,0.0061,141
"chr2","-","ODC1","ENSG00000115758.14","t",10445155,10445264,10445264,10447628,"False",10447184,10448014,"False","False","False","False",-1e-04,0.0146,2.397e-08,1,0.0029,0.0057,0.0058,0,0.0018,0.0035,0.0035,0
"chr2","-","ODC1","ENSG00000115758.14","t",10445155,10445264,10445264,10447474,"False",10447184,10448014,"False","False","False","False",-1e-04,0.0146,2.397e-08,1,0.0029,0.0057,0.0058,0,0.0018,0.0035,0.0035,0
"chr2","-","ODC1","ENSG00000115758.14","t",10445155,10445264,10445264,10447184,"False",10447184,10448014,"False","False","False","False",-1e-04,0.0146,2.397e-08,1,0.0029,0.0057,0.0058,0,0.0018,0.0035,0.0035,0
"chr2","-","ODC1","ENSG00000115758.14","s",10448121,10448327,10445264,10448121,"False",10445155,10445264,"False","False","False","False",-0.004,0.0167,-3.411e-08,0.9988,0.9943,0.0081,0.0082,86,0.9826,0.0108,0.0149,141
"chr2","-","ODC1","ENSG00000115758.14","s",10448121,10448327,10445049,10448121,"False",10444931,10445049,"False","False","False","False",0.004,0.0167,-3.934e-08,0.9988,0.0057,0.0081,0.0082,0,0.0174,0.0108,0.0149,2
"chr2","-","NOL10","ENSG00000115761.17","s",10574966,10577738,10572190,10577636,"False",10568297,10572190,"False","False","False","False",0.0014,0.0165,7.742e-08,0.9986,0.9845,0.0186,0.02,42,0.99,0.0107,0.0111,84
"chr2","-","NOL10","ENSG00000115761.17","s",10574966,10577738,10572190,10574966,"False",10568297,10572190,"False","False","False","False",-8e-04,0.0152,1.403e-08,0.9995,0.0078,0.0132,0.0141,0,0.0039,0.0067,0.0069,0
"chr2","-","NOL10","ENSG00000115761.17","s",10574966,10577738,10572191,10574965,"True",10568297,10572190,"False","False","False","False",-5e-04,0.0154,5.984e-08,0.9995,0.0078,0.0132,0.0141,0,0.0061,0.0084,0.0088,0.1883
"chr2","-","NOL10","ENSG00000115761.17","t",10654481,10655180,10654547,10659172,"False",10659172,10659250,"False","False","False","False",0.0033,0.019,3.181e-06,0.9938,0.0179,0.0246,0.0249,0,0.03,0.0239,0.0301,1
"chr2","-","NOL10","ENSG00000115761.17","t",10654481,10655180,10654547,10657742,"False",10657742,10657891,"False","False","False","False",-0.0033,0.019,3.107e-06,0.9938,0.9821,0.0246,0.0249,27,0.97,0.0239,0.0301,48
"chr2","-","NOL10","ENSG00000115761.17","s",10657742,10657891,10654547,10657742,"False",10654481,10655180,"False","False","False","False",0.0011,0.0168,1.27e-06,0.998,0.9821,0.0246,0.0249,27,0.9898,0.0142,0.0147,48
"chr2","-","NOL10","ENSG00000115761.17","s",10657742,10657891,10607311,10657742,"False",10607185,10607311,"False","False","False","False",-0.0011,0.0168,1.31e-06,0.998,0.0179,0.0246,0.0249,0,0.0102,0.0142,0.0147,0
"chr2","-","NOL10","ENSG00000115761.17","t",10681971,10682069,10682069,10689796,"False",10689796,10689987,"False","False","False","False",0.0131,0.0214,3.895e-05,0.9743,0.0147,0.0203,0.0212,0,0.0652,0.0295,0.0375,4
"chr2","-","NOL10","ENSG00000115761.17","t",10681971,10682069,10682069,10684567,"False",10684567,10684612,"False","False","False","False",-0.0131,0.0214,3.899e-05,0.9743,0.9853,0.0203,0.0212,33,0.9348,0.0295,0.0375,64
"chr2","-","NOL10","ENSG00000115761.17","t",10684567,10684612,10684612,10689796,"False",10689796,10689987,"False","False","False","False",0.0011,0.0162,2.382e-07,0.9988,0.9861,0.0192,0.0198,35,0.9922,0.0109,0.0113,63
"chr2","-","NOL10","ENSG00000115761.17","t",10684567,10684612,10684612,10685937,"False",10685937,10686052,"False","False","False","False",-0.0011,0.0162,1.671e-07,0.9988,0.0139,0.0192,0.0198,0,0.0078,0.0109,0.0113,0
"chr2","-","NOL10","ENSG00000115761.17","s",10689796,10689987,10686052,10689796,"False",10685937,10686052,"False","False","False","False",-0.0054,0.0242,0.0001747,0.9763,0.0855,0.0442,0.0554,3,0.0469,0.0249,0.0343,3
"chr2","-","NOL10","ENSG00000115761.17","s",10689796,10689987,10684612,10689796,"False",10684567,10684612,"False","False","False","False",-0.0036,0.0246,7.219e-05,0.9752,0.906,0.0461,0.0573,35,0.892,0.0366,0.0482,63
"chr2","-","NOL10","ENSG00000115761.17","s",10689796,10689987,10682069,10689796,"False",10681971,10682069,"False","False","False","False",0.0148,0.0208,1.898e-05,0.9714,0.0085,0.0146,0.0149,0,0.061,0.0282,0.0366,4
"chr2","-","PDIA6","ENSG00000143870.13","t",10802499,10802640,10802640,10819274,"False",10819274,10819354,"False","False","False","False",0,0.0144,-2.851e-08,1,8e-04,0.0014,0.0014,0,6e-04,0.001,0.001,0
"chr2","-","PDIA6","ENSG00000143870.13","t",10802499,10802640,10802640,10812678,"False",10812678,10812839,"False","False","False","False",0,0.0144,-5.913e-08,1,0.9961,0.003,0.0042,420,0.9989,0.0014,0.0014,601
"chr2","-","PDIA6","ENSG00000143870.13","t",10802499,10802640,10802640,10810243,"False",10810243,10810420,"False","False","False","False",0,0.0144,-5.358e-08,1,0.0032,0.0027,0.004,1,6e-04,0.001,0.001,0
"chr2","-","PDIA6","ENSG00000143870.13","s",10812678,10812839,10810420,10812678,"False",10810243,10810420,"False","False","False","False",0,0.0144,1.798e-08,1,0.0012,0.0017,0.0017,0,0.0025,0.002,0.0023,1
"chr2","-","PDIA6","ENSG00000143870.13","s",10812678,10812839,10802640,10812678,"False",10802499,10802640,"False","False","False","False",0,0.0144,1.816e-08,1,0.9988,0.0017,0.0017,420,0.9975,0.002,0.0023,601
"chr2","+","SLC66A3","ENSG00000162976.13","s",11160625,11160819,11160694,11164204,"False",11164204,11164261,"False","False","False","False",-0.0015,0.0203,7.388e-08,0.9935,0.9735,0.0201,0.0234,61,0.9707,0.0176,0.0242,88
"chr2","+","SLC66A3","ENSG00000162976.13","s",11160625,11160819,11160748,11171925,"False",11171925,11172046,"False","False","False","False",-0.0042,0.0168,8.366e-08,0.9976,0.0212,0.018,0.0215,1,0.0037,0.0063,0.0063,0
"chr2","+","SLC66A3","ENSG00000162976.13","s",11160625,11160819,11160748,11177737,"False",11177737,11178870,"False","False","False","False",0.0062,0.0179,8.725e-08,0.9947,0.0053,0.0091,0.0091,0,0.0256,0.0165,0.0234,2
"chr2","+","SLC66A3","ENSG00000162976.13","s",11164204,11164261,11164261,11171925,"False",11171925,11172046,"False","False","False","False",-0.0051,0.0228,3.984e-06,0.983,0.9545,0.0278,0.0338,52,0.95,0.0228,0.0335,85
"chr2","+","SLC66A3","ENSG00000162976.13","s",11164204,11164261,11164261,11174968,"False",11174968,11175009,"False","False","False","False",0.0051,0.0228,4.099e-06,0.983,0.0455,0.0278,0.0338,2,0.05,0.0228,0.0335,4
"chr2","+","SLC66A3","ENSG00000162976.13","s",11171925,11172046,11172045,11172751,"False",11172751,11172824,"False","False","False","False",0.0038,0.0247,7.376e-05,0.9747,0.1111,0.0449,0.057,5,0.1212,0.031,0.0462,13
"chr2","+","SLC66A3","ENSG00000162976.13","s",11171925,11172046,11172045,11174968,"False",11174968,11175009,"False","False","False","False",-0.0012,0.0249,0.0002216,0.9758,0.7986,0.0573,0.0736,38,0.803,0.0377,0.0571,88
"chr2","+","SLC66A3","ENSG00000162976.13","s",11171925,11172046,11172045,11177737,"False",11177737,11178870,"False","False","False","False",-0.0012,0.025,0.000406,0.9773,0.0903,0.0409,0.0537,4,0.0758,0.0251,0.0364,8
"chr2","+","SLC66A3","ENSG00000162976.13","t",11171925,11172046,11160748,11171925,"False",11160625,11160819,"False","False","False","False",-0.0055,0.0176,2.155e-07,0.996,0.0278,0.0222,0.0251,1,0.0058,0.0082,0.0084,0
"chr2","+","SLC66A3","ENSG00000162976.13","t",11171925,11172046,11164261,11171925,"False",11164204,11164261,"False","False","False","False",0.0055,0.0176,2.112e-07,0.996,0.9722,0.0222,0.0251,52,0.9942,0.0082,0.0084,85
"chr2","+","SLC66A3","ENSG00000162976.13","t",11174968,11175009,11164261,11174968,"False",11164204,11164261,"False","False","False","False",0.0025,0.023,9.488e-06,0.9841,0.053,0.0334,0.0418,2,0.0461,0.0215,0.0319,4
"chr2","+","SLC66A3","ENSG00000162976.13","t",11174968,11175009,11172045,11174968,"False",11171925,11172046,"False","False","False","False",0.0122,0.0363,0.008527,0.949,0.8712,0.0499,0.0717,38,0.9397,0.0244,0.0363,88
"chr2","+","SLC66A3","ENSG00000162976.13","t",11174968,11175009,11172824,11174968,"False",11172751,11172824,"False","False","False","False",-0.0175,0.0338,0.008238,0.9477,0.0758,0.0394,0.0585,3,0.0142,0.0121,0.0156,1
"chr2","+","SLC66A3","ENSG00000162976.13","t",11177737,11178870,11160748,11177737,"False",11160625,11160819,"False","False","False","False",0.0063,0.0181,-1.628e-09,0.9946,0.0064,0.011,0.011,0,0.0265,0.017,0.0236,2
"chr2","+","SLC66A3","ENSG00000162976.13","t",11177737,11178870,11172045,11177737,"False",11171925,11172046,"False","False","False","False",0.0043,0.0253,0.0003176,0.9724,0.0833,0.038,0.0483,4,0.0947,0.031,0.0446,8
"chr2","+","SLC66A3","ENSG00000162976.13","t",11177737,11178870,11175009,11177737,"False",11174968,11175009,"False","False","False","False",-0.0077,0.0272,0.0009651,0.9633,0.9103,0.0393,0.0495,47,0.8788,0.0346,0.0522,77
"chr2","-","ROCK2","ENSG00000134318.16","t",11227254,11227398,11227398,11249661,"False",11249661,11249798,"False","False","False","False",-9e-04,0.0158,5.293e-07,0.9989,0.0111,0.0188,0.0203,0,0.0058,0.01,0.0106,0
"chr2","-","ROCK2","ENSG00000134318.16","t",11227254,11227398,11227398,11235702,"False",11235702,11235962,"False","False","False","False",0.0019,0.0174,2.413e-06,0.9971,0.9778,0.0265,0.0287,29,0.9883,0.0141,0.0149,56
"chr2","-","ROCK2","ENSG00000134318.16","t",11227254,11227398,11227398,11234204,"False",11234204,11234670,"False","False","False","False",-9e-04,0.0158,5.293e-07,0.9989,0.0111,0.0188,0.0203,0,0.0058,0.01,0.0106,0
